,Company,TypeName,Inches,ScreenResolution,Resolution,Cpu,Gpu,GHz,RamGB,MemoryGB,Extra GB,Disk,OpSys,Price,
979,Asus,Gaming,17.3,1920,1080,Intel Core i7 7700HQ ,Nvidia GeForce GTX 1050 Ti,2.8,16,256,1024,SSD,Windows 10,1118,
980,Dell,2 in 1 Convertible,15.6,1920,1080,Intel Core i7 7500U ,Intel HD Graphics 620,2.7,12,512,,SSD,Windows 10,830,
981,Toshiba,Notebook,13.3,1920,1080,Intel Core i5 6200U ,Intel HD Graphics 520,2.3,4,128,,SSD,Windows 7,764,
982,Lenovo,Notebook,15.6,1920,1080,AMD A12-Series 9720P  ,AMD Radeon 530,3.6,6,256,,SSD,Windows 10,351,
983,Fujitsu,Notebook,15.6,1366,768,Intel Core i5 6200U ,Intel HD Graphics 520,2.3,4,256,,SSD,Windows 10,414,
984,Toshiba,Notebook,14,1366,768,Intel Core i5 6200U ,Intel HD Graphics 520,2.3,4,500,,HDD,Windows 10,585,
985,Dell,Notebook,15.6,1366,768,Intel Core i5 7200U ,AMD Radeon R5 M430,2.5,4,500,,HDD,Windows 10,382,
986,HP,Notebook,15.6,1920,1080,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,8,1024,,HDD,Windows 10,515,
987,Lenovo,Gaming,15.6,1920,1080,Intel Core i7 7700HQ ,Nvidia GeForce GTX 1060,2.8,8,128,1024,SSD,Windows 10,760,
988,Dell,Notebook,15.6,1366,768,Intel Core i7 7500U ,AMD Radeon R7 M445,2.7,8,1024,,HDD,Windows 10,478,
989,Dell,Notebook,14,1920,1080,Intel Core i5 7200U ,Intel HD Graphics 620 ,2.5,8,128,,SSD,Windows 10,715,
990,HP,Netbook,12.5,1920,1080,Intel Core M 6Y75 ,Intel HD Graphics 515,1.2,8,512,,SSD,Windows 10,1219,
991,HP,Notebook,15.6,1920,1080,Intel Core i3 6006U ,AMD Radeon 520,2,4,128,1024,SSD,Windows 10,319,
992,Lenovo,Notebook,15.6,1366,768,Intel Celeron Dual Core N3350,Intel HD Graphics 500,1.1,4,128,,SSD,No OS,173,
993,Lenovo,Notebook,15.6,1920,1080,Intel Core i5 6200U ,Intel HD Graphics 520,2.3,8,256,,SSD,Windows 10,862,
994,Dell,2 in 1 Convertible,13.3,1920,1080,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,8,256,,SSD,Windows 10,568,
995,Asus,Notebook,13.3,3200,1800,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,8,256,,SSD,Windows 10,735,
996,HP,Ultrabook,13.3,1920,1080,Intel Core i7 7500U ,Intel HD Graphics 620,2.7,8,256,,SSD,Windows 10,862,
997,Acer,Notebook,15.6,1366,768,Intel Pentium Quad Core N4200,Intel HD Graphics 505,1.1,4,500,,HDD,Windows 10,242,
998,Asus,Gaming,15.6,1920,1080,Intel Core i7 7700HQ ,Nvidia GeForce GTX 1050 Ti,2.8,16,256,1024,SSD,Windows 10,1150,
999,HP,Ultrabook,14,1920,1080,Intel Core i7 7500U ,Intel HD Graphics 620,2.7,8,512,,SSD,Windows 10,1335,
1000,Acer,Gaming,15.6,1920,1080,Intel Core i7 7700HQ ,Nvidia GeForce GTX 1050,2.8,8,128,1024,SSD,Windows 10,805,
1001,HP,Notebook,13.3,1920,1080,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,8,256,,SSD,Windows 10,760,
1002,Dell,Notebook,15.6,1366,768,Intel Core i3 7100U ,Intel HD Graphics 620,2.4,4,128,,SSD,Windows 10,349,
1003,HP,Notebook,14,1366,768,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,4,500,,HDD,Windows 10,498,
1004,Toshiba,Notebook,13.3,1920,1080,Intel Core i5 6200U ,Intel HD Graphics 520,2.3,4,128,,SSD,Windows 10,764,
1005,HP,Notebook,14,1366,768,Intel Core i5 6300U ,Intel HD Graphics 520,2.4,4,256,,SSD,Windows 10,703,
1006,HP,Notebook,14,1920,1080,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,4,256,,SSD,Windows 10,770,
1007,HP,Ultrabook,14,1920,1080,Intel Core i7 6600U ,Intel HD Graphics 520,2.6,8,256,,SSD,Windows 7,926,
1008,HP,Notebook,14,1920,1080,Intel Core i5 7200U ,Nvidia GeForce 930MX,2.5,8,256,,SSD,Windows 10,670,
1009,HP,Notebook,14,1366,768,Intel Core i3 7100U ,Intel HD Graphics 620,2.4,4,500,,HDD,Windows 10,437,
1010,Dell,Gaming,15.6,1920,1080,Intel Core i5 7300HQ ,Nvidia GeForce GTX 1050,2.5,8,1.0TB,,Hybrid,Windows 10,606,
1011,HP,Ultrabook,12.5,1920,1080,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,4,500,,HDD,Windows 10,983,
1012,HP,Notebook,14,1920,1080,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,4,256,,SSD,Windows 10,1016,
1013,HP,Ultrabook,14,1920,1080,Intel Core i7 6500U ,Intel HD Graphics 520,2.5,8,256,,SSD,Windows 10,1206,
1014,HP,Notebook,13.3,1366,768,Intel Core i3 7100U ,Intel HD Graphics 620,2.4,4,500,,HDD,Windows 10,511,
1015,Toshiba,Notebook,13.3,1366,768,Intel Core i5 6200U ,Intel HD Graphics 520,2.3,8,256,,SSD,Windows 10,773,
1016,HP,Notebook,15.6,1366,768,Intel Core i3 7100U ,Intel HD Graphics 620,2.4,4,256,,SSD,Windows 10,492,
1017,Lenovo,Notebook,17.3,3840,2160,Intel Core i7 6820HQ ,Nvidia Quadro 3000M,2.7,16,512,,SSD,Windows 7,1897,
1018,Toshiba,Notebook,14,1920,1080,Intel Core i5 6200U ,Intel HD Graphics 520,2.3,8,256,,SSD,Windows 10,952,
1019,HP,Notebook,14,1920,1080,Intel Core i7 6500U ,Intel HD Graphics 520,2.5,8,256,,SSD,Windows 10,1425,
1020,Dell,2 in 1 Convertible,15.6,1920,1080,Intel Core i3 6100U ,Intel HD Graphics 520,2.3,4,1024,,HDD,Windows 10,508,
1021,Toshiba,Ultrabook,13.3,1920,1080,Intel Core i5 6200U ,Intel HD Graphics 520,2.3,8,256,,SSD,Windows 10,1016,
1022,HP,Notebook,13.3,1920,1080,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,8,256,,SSD,Windows 10,734,
1023,HP,Notebook,14,1920,1080,Intel Core i7 7500U ,Nvidia GeForce 930MX,2.7,8,256,,SSD,Windows 10,757,
1024,Dell,Notebook,15.6,1920,1080,Intel Core i5 6300U ,Intel HD Graphics 520,2.4,8,500,,HDD,Windows 10,669,
1025,HP,Ultrabook,12.5,1366,768,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,4,256,,SSD,Windows 10,996,
1026,HP,Notebook,14,1366,768,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,4,500,,HDD,Windows 10,760,
1027,HP,Notebook,14,1366,768,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,4,500,,HDD,Windows 10,677,
1028,Dell,Ultrabook,13.3,3200,1800,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,8,256,,SSD,Windows 10,1038,
1029,HP,Notebook,17.3,1920,1080,Intel Core i5 7200U ,Nvidia GeForce 930MX,2.5,8,256,,SSD,Windows 10,690,
1030,HP,Notebook,14,1366,768,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,4,256,,SSD,Windows 10,622,
1031,Acer,Notebook,15.6,1366,768,AMD A9-Series 9420  ,AMD Radeon R5,3,6,1024,,HDD,Windows 10,261,
1032,MSI,Gaming,17.3,1920,1080,Intel Core i7 7700HQ ,Nvidia GeForce GTX 1050,2.8,8,128,1024,SSD,Windows 10,761,
1033,HP,Notebook,14,1920,1080,Intel Core i5 6200U ,Intel HD Graphics 520,2.3,8,256,,SSD,Windows 7,764,
1034,HP,Notebook,15.6,1920,1080,Intel Core i7 6500U ,Intel HD Graphics 520,2.5,8,256,,SSD,Windows 10,785,
1035,HP,Ultrabook,12.5,1920,1080,Intel Core i7 6500U ,Intel HD Graphics 520,2.5,8,256,,SSD,Windows 10,862,
1036,HP,Notebook,15.6,1366,768,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,4,500,,HDD,Windows 10,474,
1037,Toshiba,Ultrabook,14,1920,1080,Intel Core i7 6600U ,Intel HD Graphics 520,2.6,8,256,,SSD,Windows 10,1102,
1038,Dell,Notebook,15.6,1920,1080,Intel Core i5 6300U ,Intel HD Graphics 520,2.4,8,256,,SSD,Windows 7,679,
1039,HP,Notebook,14,1920,1080,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,8,256,,SSD,Windows 10,646,
1040,Lenovo,2 in 1 Convertible,15.6,1920,1080,Intel Core i7 6500U ,Intel HD Graphics 520,2.5,4,256,,SSD,Windows 10,541,
1041,Vero,Notebook,14,1366,768,Intel Atom X5-Z8350  ,Intel HD Graphics 400,1.44,2,32,,Flash,Windows 10,134,
1042,Toshiba,Notebook,15.6,1920,1080,Intel Core i7 6500U ,Nvidia GeForce 930M,2.5,16,256,,SSD,Windows 10,911,
1043,Lenovo,Notebook,15.6,1920,1080,Intel Core i5 6200U ,Intel HD Graphics 520,2.3,8,256,,SSD,Windows 10,671,
1044,HP,Notebook,14,1920,1080,Intel Core i5 6200U ,Intel HD Graphics 520,2.3,4,500,,HDD,Windows 10,639,
1045,HP,Notebook,15.6,1920,1080,Intel Core i5 6300U ,Intel HD Graphics 520,2.4,8,256,500,SSD,Windows 10,1344,
1046,HP,Notebook,14,1920,1080,Intel Core i5 6200U ,Intel HD Graphics 520,2.3,8,256,,SSD,Windows 7,939,
1047,MSI,Gaming,17.3,1920,1080,Intel Core i7 6820HK ,Nvidia GeForce GTX 980M,2.7,16,256,1024,SSD,Windows 10,988,
1048,Lenovo,Gaming,17.3,1920,1080,Intel Core i7 6700HQ ,Nvidia GeForce GTX 980M,2.6,16,128,1024,SSD,Windows 10,1464,
1049,Asus,Netbook,11.6,1366,768,Intel Celeron Dual Core N3060,Intel HD Graphics 400,1.6,4,16,,Flash,Chrome OS,184,
1050,Lenovo,Notebook,14,2560,1440,Intel Core i7 6600U ,Intel HD Graphics 520,2.6,16,256,,SSD,Windows 7,1675,
1051,HP,Notebook,15.6,1920,1080,Intel Core i7 7500U ,Nvidia GeForce 940MX,2.7,8,1024,,HDD,Windows 10,625,
1052,Dell,2 in 1 Convertible,15.6,1920,1080,Intel Core i5 7200U ,Intel HD Graphics 620,2.7,8,256,,SSD,Windows 10,699,
1053,HP,Notebook,15.6,1366,768,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,4,256,,SSD,Windows 10,625,
1054,Dell,Ultrabook,13.3,3200,1800,Intel Core i7 7500U ,Intel HD Graphics 620,2.7,16,1024,,SSD,Windows 10,1441,
1055,HP,Notebook,15.6,1366,768,Intel Core i3 6100U ,Intel HD Graphics 520,2.3,4,500,,HDD,Windows 10,450,
1056,HP,Notebook,15.6,1366,768,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,4,500,,HDD,No OS,319,
1057,Acer,Notebook,15.6,1366,768,AMD A8-Series 7410  ,AMD Radeon R5,2.2,8,1024,,HDD,Windows 10,287,
1058,Dell,2 in 1 Convertible,13.3,1920,1080,Intel Core i7 7500U ,Intel HD Graphics 620,2.7,12,256,,SSD,Windows 10,830,
1059,MSI,Gaming,15.6,1920,1080,Intel Core i7 6700HQ ,Nvidia GeForce GTX 1060,2.6,16,256,1024,SSD,Windows 10,1162,
1060,HP,Notebook,15.6,1920,1080,Intel Core i7 7500U ,Intel HD Graphics 620,2.7,8,256,,SSD,Windows 10,684,
1061,Asus,Gaming,17.3,1920,1080,Intel Core i7 6700HQ ,Nvidia GeForce GTX 965M,2.6,16,1024,,HDD,No OS,638,
1062,Dell,Notebook,15.6,1920,1080,Intel Core i5 7200U ,Intel HD Graphics,2.5,4,1024,,HDD,Windows 10,357,
1063,Dell,Notebook,15.6,1920,1080,Intel Core i7 7500U ,AMD Radeon R7 M445,2.7,16,2048,,HDD,Windows 10,632,
1064,MSI,Gaming,15.6,1920,1080,Intel Core i7 6700HQ ,Nvidia GeForce GTX 1060,2.6,16,256,1024,SSD,Windows 10,1233,
1065,Dell,Ultrabook,13.3,1920,1080,Intel Core i7 7500U ,Intel HD Graphics 620,2.7,8,256,,SSD,Windows 10,932,
1066,Asus,Gaming,17.3,1920,1080,Intel Core i7 6820HK ,Nvidia GeForce GTX 980 ,2.7,64,1024,,SSD,Windows 10,2541,
1067,Dell,2 in 1 Convertible,13.3,1920,1080,Intel Core i7 6500U ,Intel HD Graphics 520,2.5,8,256,,SSD,Windows 10,510,
1068,Dell,Gaming,15.6,3840,2160,Intel Core i7 6700HQ ,Nvidia GeForce GTX 970M,2.6,16,256,1024,SSD,Windows 10,849,
1069,Apple,Ultrabook,12,2304,1440,Intel Core M  ,Intel HD Graphics 515,1.1,8,256,,Flash,Mac OS X,831,
1070,Dell,Notebook,15.6,1366,768,Intel Core i3 6100U ,Intel HD Graphics 520,2.3,4,500,,HDD,Windows 10,308,
1071,HP,Notebook,15.6,1366,768,Intel Core i5 6200U ,Intel HD Graphics 520,2.3,4,500,,HDD,Windows 10,766,
1072,HP,Ultrabook,12.5,1920,1080,Intel Core i5 6200U ,Intel HD Graphics 520,2.3,8,256,,SSD,Windows 7,766,
1073,HP,Notebook,13.3,1920,1080,Intel Core i7 7500U ,Intel HD Graphics 620,2.7,8,256,,SSD,Windows 10,696,
1074,Lenovo,Ultrabook,12.5,1920,1080,Intel Core i7 6500U ,Intel HD Graphics 520,2.5,8,256,,SSD,Windows 10,1095,
1075,Lenovo,Notebook,17.3,1600,900,Intel Core i5 6200U ,AMD Radeon R5 M330,2.3,8,1.0TB,,HDD,Windows 10,421,
1076,Lenovo,Notebook,15.6,1920,1080,Intel Core i5 6300HQ ,Nvidia GeForce GTX 950M,2.3,4,1024,,HDD,Windows 10,624,
1077,MSI,Gaming,17.3,1920,1080,Intel Core i7 7700HQ ,Nvidia GeForce GTX 1070,2.8,16,256,1024,SSD,Windows 10,1597,
1078,Lenovo,Notebook,15.6,1366,768,Intel Core i5 6200U ,Intel HD Graphics 520,2.3,4,500,,HDD,Windows 10,345,
1079,HP,Notebook,15.6,1920,1080,Intel Core i5 6200U ,Intel HD Graphics 520,2.3,4,500,,HDD,Windows 7,600,
1080,Lenovo,Ultrabook,12.5,2560,1440,Intel Core M 6Y75 ,Intel HD Graphics 515,1.2,8,512,,SSD,Windows 10,894,
1081,Lenovo,Gaming,17.3,1920,1080,Intel Core i7 6820HK ,Nvidia GeForce GTX 980M,2.7,32,512,1.0TB,SSD,Windows 10,2071,
1082,Lenovo,2 in 1 Convertible,10.1,1920,1200,Intel Atom x5-Z8550  ,Intel HD Graphics 400,1.44,4,64,,Flash,Windows 10,413,
1083,HP,Ultrabook,13.3,3840,2160,Intel Core i7 7500U ,Intel HD Graphics 620,2.7,16,512,,SSD,Windows 10,1310,
1084,Dell,Notebook,15.6,1920,1080,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,8,256,,SSD,Windows 10,479,
1085,HP,Notebook,14,1920,1080,Intel Core i5 6200U ,Intel HD Graphics 520,2.3,4,500,,HDD,Windows 7,659,
1086,HP,Workstation,15.6,1920,1080,Intel Core i7 6500U ,AMD FirePro W4190M,2.5,8,256,,SSD,Windows 7,955,
1087,Lenovo,Notebook,14,1920,1080,Intel Core i5 6200U ,Intel HD Graphics 520,2.3,8,180,,SSD,Windows 7,766,
1088,HP,Notebook,13.3,3200,1800,Intel Pentium Dual Core 4405Y,Intel HD Graphics 515,1.5,4,32,,Flash,Chrome OS,393,
1089,Acer,Notebook,15.6,1366,768,AMD A8-Series 7410  ,AMD Radeon R5,2.2,4,500,,HDD,Windows 10,247,
1090,Dell,Notebook,15.6,1366,768,Intel Pentium Quad Core N3700,Intel HD Graphics,1.6,4,500,,HDD,Linux,251,
1091,HP,Notebook,15.6,1366,768,Intel Core i3 6006U ,Intel HD Graphics 520,2,4,1024,,HDD,No OS,221,
1092,Asus,Gaming,17.3,1920,1080,Intel Core i7 7700HQ ,Nvidia GeForce GTX 1060,2.8,8,256,1024,SSD,Windows 10,1022,
1093,Dell,Ultrabook,13.3,1920,1080,Intel Core i5 8250U ,AMD Radeon 530,1.6,4,256,,SSD,Windows 10,523,
1094,HP,Netbook,12.5,1366,768,Intel Core i5 6200U ,Intel HD Graphics 520,2.3,4,128,,SSD,Windows 7,1022,
1095,Acer,Notebook,15.6,1920,1080,Intel Core i5 7200U ,Nvidia GeForce GTX 950M,2.5,8,256,1024,SSD,Windows 10,510,
1096,Dell,Notebook,15.6,1920,1080,Intel Core i5 7200U ,AMD Radeon R7 M445,2.5,8,1024,,HDD,Windows 10,408,
1097,MSI,Gaming,17.3,1920,1080,Intel Core i7 6700HQ ,Nvidia GeForce GTX 965M,2.6,8,256,,SSD,Windows 10,1022,
1098,HP,Notebook,15.6,1366,768,Intel Pentium Quad Core N3710,Intel HD Graphics 405,1.6,4,1024,,HDD,Windows 10,319,
1099,Asus,Gaming,17.3,1920,1080,Intel Core i7 6700HQ ,Nvidia GeForce GTX 980M,2.6,16,128,1024,SSD,Windows 10,1469,
1100,Dell,Ultrabook,12.5,1366,768,Intel Core i3 6100U ,Intel HD Graphics 520,2.3,4,500,,HDD,Windows 7,725,
1101,Dell,Ultrabook,12.5,1366,768,Intel Core i3 6100U ,Intel HD Graphics 520,2.3,4,128,,SSD,Windows 7,746,
1102,Acer,Notebook,15.6,1366,768,Intel Celeron Dual Core 3205U,Intel HD Graphics,1.5,4,16,,SSD,Chrome OS,133,
1103,HP,Workstation,17.3,1920,1080,Intel Core i7 6700HQ ,AMD FirePro W6150M,2.6,8,1024,,HDD,Windows 7,1853,
1104,Lenovo,Gaming,15.6,1920,1080,Intel Core i7 7700HQ ,Nvidia GeForce GTX 1050 Ti,2.8,16,512,,SSD,Windows 10,766,
1105,Dell,Ultrabook,12.5,1366,768,Intel Core i5 6200U ,Intel HD Graphics 520,2.3,8,256,,SSD,Windows 7,903,
1106,MSI,Gaming,17.3,1920,1080,Intel Core i7 6700HQ ,Nvidia GeForce GTX 960M,2.6,8,128,1024,SSD,Windows 10,966,
1107,Lenovo,2 in 1 Convertible,15.6,1920,1080,Intel Core i5 6200U ,Intel HD Graphics 520,2.3,4,256,,SSD,Windows 10,554,
1108,HP,Notebook,15.6,1920,1080,AMD A6-Series 9220  ,AMD Radeon R4,2.5,4,1024,,HDD,Windows 10,254,
1109,Asus,Gaming,15.6,1920,1080,Intel Core i7 6700HQ ,Nvidia GeForce GTX 960M,2.6,16,128,1024,SSD,Windows 10,856,
1110,HP,Notebook,13.3,3200,1800,Intel Core M 6Y54 ,Intel HD Graphics 515,1.1,8,256,,SSD,Windows 10,1086,
1111,Dell,Notebook,15.6,1366,768,Intel Core i5 6200U ,AMD Radeon R5 M315,2.3,4,500,,HDD,Windows 7,491,
1112,Lenovo,Notebook,15.6,1366,768,Intel Core i3 6006U ,Intel HD Graphics 520,2,4,128,,SSD,Windows 10,274,
1113,HP,Ultrabook,13.3,1920,1080,Intel Core i7 6500U ,Intel HD Graphics 520,2.5,8,512,,SSD,Windows 10,1258,
1114,Lenovo,2 in 1 Convertible,10.1,1920,1200,Intel Atom x5-Z8550  ,Intel HD Graphics 400,1.44,4,64,,Flash,Android,351,
1115,Dell,Ultrabook,13.3,1920,1080,Intel Core i7 7560U ,Intel Iris Plus Graphics 640,2.4,8,256,,SSD,Windows 10,881,
1116,Lenovo,Gaming,17.3,1920,1080,Intel Core i7 6820HK ,Nvidia GeForce GTX 980M,2.7,16,256,1.0TB,SSD,Windows 10,1758,
1117,Razer,Ultrabook,12.5,3840,2160,Intel Core i7 6500U ,Intel HD Graphics 520,2.5,8,256,,SSD,Windows 10,657,
1118,Toshiba,Ultrabook,13.3,1920,1080,Intel Core i7 7500U ,Intel HD Graphics 620,2.7,16,512,,SSD,Windows 10,1423,
1119,Asus,Gaming,17.3,1920,1080,Intel Core i7 6700HQ ,Nvidia GeForce GTX 960M,2.6,8,128,1024,SSD,Windows 10,839,
1120,Vero,Notebook,13.3,1920,1080,Intel Atom X5-Z8350  ,Intel HD Graphics 400,1.44,4,32,,Flash,Windows 10,125,
1121,HP,Notebook,13.3,1920,1080,Intel Core i5 6200U ,Intel HD Graphics 520,2.3,8,256,,SSD,Windows 10,1080,
1122,HP,Notebook,14,1920,1080,Intel Core i5 6200U ,Intel HD Graphics 520,2.3,8,256,,SSD,Windows 7,967,
1123,Dell,Notebook,15.6,1366,768,Intel Core i5 6200U ,Intel HD Graphics 520,2.3,4,500,,HDD,Linux,334,
1124,Asus,Notebook,15.6,1366,768,Intel Core i3 7100U ,Intel HD Graphics 620,2.4,4,1024,,HDD,Windows 10,278,
1125,Lenovo,2 in 1 Convertible,14,1920,1080,Intel Core i7 6500U ,Intel HD Graphics 520,2.5,8,256,,SSD,Windows 10,1067,
1126,Lenovo,2 in 1 Convertible,10.1,1920,1200,Intel Atom x5-Z8550  ,Intel HD Graphics 400,1.44,4,64,,Flash,Windows 10,306,
1127,HP,Ultrabook,12.5,1366,768,Intel Core i5 6300U ,Intel HD Graphics 520,2.4,8,256,,SSD,Windows 7,1211,
1128,Lenovo,Gaming,15.6,1920,1080,Intel Core i5 7300HQ ,Nvidia GeForce GTX 1060,2.5,8,128,1024,SSD,No OS,632,
1129,HP,Gaming,17.3,1920,1080,Intel Core i5 6300HQ ,Nvidia GeForce GTX 1060,2.3,8,128,1024,SSD,Windows 10,721,
1130,HP,Notebook,15.6,1366,768,Intel Core i7 7500U ,Intel HD Graphics 620,2.7,8,2048,,HDD,Windows 10,402,
1131,Lenovo,2 in 1 Convertible,14,1920,1080,Intel Core i7 6600U ,Nvidia Quadro M500M,2.6,8,512,,SSD,Windows 7,1310,
1132,Asus,Notebook,14,1366,768,Intel Celeron Dual Core N3350,Intel HD Graphics 500,1.1,4,32,,Flash,Windows 10,177,
1133,HP,Ultrabook,15.6,1920,1080,Intel Core i7 7500U ,Intel HD Graphics 620,2.7,8,256,,SSD,Windows 10,480,
1134,Acer,Notebook,15.6,1920,1080,Intel Core i5 7200U ,Nvidia GeForce 940MX,2.5,4,1024,,HDD,Windows 10,393,
1135,Lenovo,Notebook,15.6,1920,1080,Intel Core i7 6500U ,AMD Radeon R7 M360,2.5,16,1.0TB,,Hybrid,Windows 10,702,
1136,HP,Workstation,17.3,1920,1080,Intel Core i7 6700HQ ,Nvidia Quadro M3000M,2.6,8,256,,SSD,Windows 7,2525,
1137,Dell,Notebook,15.6,1366,768,Intel Core i5 7200U ,AMD Radeon R7 M445,2.5,8,1024,,HDD,Windows 10,501,
1138,MSI,Gaming,17.3,1920,1080,Intel Core i7 6820HQ ,Nvidia GeForce GTX 980M,2.7,16,256,1024,SSD,Windows 10,1533,
1139,HP,Ultrabook,15.6,1920,1080,Intel Core i7 6500U ,Intel HD Graphics 520,2.5,8,256,,SSD,Windows 7,1388,
1140,Lenovo,2 in 1 Convertible,14,2560,1440,Intel Core i7 6600U ,Intel HD Graphics 520,2.6,16,512,,SSD,Windows 10,1560,
1141,MSI,Gaming,15.6,1920,1080,Intel Core i7 7700HQ ,Nvidia GeForce GTX 1050,2.8,8,128,1024,SSD,Windows 10,730,
1142,HP,2 in 1 Convertible,13.3,1920,1080,Intel Core i5 6300U ,Intel HD Graphics 520,2.4,8,256,,SSD,Windows 10,1041,
1143,HP,Workstation,15.6,1920,1080,Intel Core i7 6700HQ ,Nvidia Quadro M1000M,2.6,8,256,,SSD,Windows 7,1425,
1144,HP,2 in 1 Convertible,13.3,2560,1440,Intel Core i7 6600U ,Intel HD Graphics 520,2.6,8,256,,SSD,Windows 10,1150,
1145,HP,Workstation,15.6,1920,1080,Intel Core i7 6700HQ ,Nvidia Quadro M1000M,2.6,8,256,,SSD,Windows 7,1214,
1146,HP,Ultrabook,12.5,1920,1080,Intel Core i7 6500U ,Intel HD Graphics 520,2.5,8,256,,SSD,Windows 7,1468,
1147,Dell,Notebook,15.6,1920,1080,Intel Core i7 7500U ,Nvidia GeForce 940MX,2.7,8,256,,SSD,Windows 10,645,
1148,HP,Notebook,15.6,1920,1080,Intel Core i5 6200U ,Intel HD Graphics 520,2.3,8,256,,SSD,Windows 7,1009,
1149,Lenovo,2 in 1 Convertible,14,2560,1440,Intel Core i7 6500U ,Intel HD Graphics 520,2.5,8,256,,SSD,Windows 10,1495,
1150,Lenovo,Notebook,15.6,1366,768,Intel Core i3 6006U ,Intel HD Graphics 520,2,4,1024,,HDD,No OS,216,
1151,HP,Notebook,15.6,1366,768,AMD E-Series 7110  ,AMD Radeon R2 Graphics,1.8,4,500,,HDD,Windows 10,189,
1152,Lenovo,Notebook,15.6,1920,1080,Intel Core i5 6200U ,AMD Radeon R5 M330,2.3,8,1024,,HDD,No OS,382,
1153,Dell,Gaming,15.6,1920,1080,Intel Core i7 7700HQ ,Nvidia GeForce GTX 1050Ti,2.8,8,1024,,HDD,Windows 10,766,
1154,Dell,Notebook,15.6,3840,2160,Intel Core i5 6300HQ ,Nvidia GeForce 960M,2.3,8,256,,SSD,Windows 10,1438,
1155,HP,Notebook,15.6,1920,1080,AMD A6-Series A6-9220  ,AMD Radeon 520,2.5,4,256,,SSD,Windows 10,306,
1156,MSI,Gaming,17.3,1920,1080,Intel Core i7 7700HQ ,Nvidia GeForce GTX 1050 Ti,2.8,16,256,1024,SSD,Windows 10,954,
1157,Lenovo,Ultrabook,14,1920,1080,Intel Core i7 6600U ,Intel HD Graphics 520,2.6,12,512,,SSD,Windows 7,1469,
1158,Lenovo,Notebook,15.6,1920,1080,Intel Core i5 6200U ,AMD Radeon R5 M330,2.3,8,1.0TB,,Hybrid,Windows 10,504,
1159,HP,2 in 1 Convertible,13.3,2560,1440,Intel Core i7 6600U ,Intel HD Graphics 520,2.6,8,512,,SSD,Windows 10,1304,
1160,Lenovo,Ultrabook,14,1920,1080,Intel Core i7 6600U ,Intel HD Graphics 520,2.6,8,256,,SSD,Windows 7,958,
1161,MSI,Gaming,14,1920,1080,Intel Core i7 6700HQ ,Nvidia GeForce GTX 970M,2.6,16,256,1024,SSD,Windows 10,1131,
1162,HP,Gaming,15.6,1920,1080,Intel Core i7 7700HQ ,Nvidia GeForce GTX 1050,2.8,8,1024,,HDD,Windows 10,574,
1163,Lenovo,Notebook,15.6,1366,768,Intel Core i3 6006U ,Intel HD Graphics 520,2,8,1024,,HDD,Windows 10,293,
1164,HP,Notebook,15.6,1366,768,Intel Core i5 6200U ,Intel HD Graphics 520,2.3,4,500,,HDD,No OS,304,
1165,Dell,Gaming,15.6,3840,2160,Intel Core i7 7700HQ ,Nvidia GeForce GTX 1050 Ti,2.8,8,128,1024,SSD,Windows 10,957,
1166,Lenovo,Notebook,15.6,1920,1080,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,8,256,,SSD,Windows 10,888,
1167,Lenovo,Notebook,15.6,1920,1080,Intel Core i3 6006U ,Nvidia GeForce 920MX ,2,4,1024,,HDD,Windows 10,299,
1168,HP,Notebook,14,1366,768,Intel Celeron Dual Core N3060,Intel HD Graphics 400,1.6,2,32,,Flash,Windows 10,159,
1169,MSI,Gaming,15.6,1920,1080,Intel Core i7 7500U ,Nvidia GeForce GTX 1050,2.7,8,1024,,HDD,Windows 10,536,
1170,HP,Notebook,15.6,1920,1080,Intel Core i7 6500U ,Intel HD Graphics 520,2.5,8,256,,SSD,Windows 10,434,
1171,HP,Notebook,15.6,1920,1080,Intel Core i7 8550U ,Intel UHD Graphics 620,1.8,16,512,,SSD,Windows 10,741,
1172,Asus,Notebook,15.6,1366,768,Intel Celeron Dual Core N3050,Intel HD Graphics,1.6,4,500,,HDD,Windows 10,235,
